
10;1;13701;37;45;25643;54;100
10;2;8806;37;45;19954;54;100
10;3;7407;37;45;8395;54;100
10;4;6507;37;45;8311;54;100
10;5;5288;37;45;9113;54;100
50;1;52109;281;1225;119287;2007;2500
50;2;13321;281;1225;89825;2007;2500
50;3;12533;281;1225;89243;2007;2500
50;4;12520;281;1225;109877;2007;2500
50;5;13076;281;1225;106020;2007;2500
100;1;46974;604;4950;331718;6855;10000
100;2;36220;604;4950;324203;6855;10000
100;3;35280;604;4950;324574;6855;10000
100;4;55989;604;4950;495118;6855;10000
100;5;59075;604;4950;91764;6855;10000
500;1;151902;3809;124750;480466;153753;250000
500;2;105438;3809;124750;376740;153753;250000
500;3;104704;3809;124750;569875;153753;250000
500;4;162639;3809;124750;482444;153753;250000
500;5;102898;3809;124750;204418;153753;250000
1000;1;336375;8422;499500;868377;560337;1000000
1000;2;377453;8422;499500;876230;560337;1000000
1000;3;366687;8422;499500;874686;560337;1000000
1000;4;343136;8422;499500;809964;560337;1000000
1000;5;344435;8422;499500;818267;560337;1000000
5000;1;5695361;45780;12497500;17254492;5548827;25000000
5000;2;5732025;45780;12497500;18237106;5548827;25000000
5000;3;5819381;45780;12497500;16861472;5548827;25000000
5000;4;6806647;45780;12497500;19721021;5548827;25000000
5000;5;7493734;45780;12497500;22815248;5548827;25000000
10000;1;39415188;91247;49995000;112400665;12329664;100000000
10000;2;41014900;91247;49995000;79199165;12329664;100000000
10000;3;26276182;91247;49995000;68516027;12329664;100000000
10000;4;23626783;91247;49995000;60107637;12329664;100000000
10000;5;24586032;91247;49995000;83173095;12329664;100000000
